Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,7.0,14.0,13.0,True
3,4.0,7.0,6.0,True
4,5.0,1.0,10.0,True
5,7.0,3.0,15.0,True
6,14.0,7.0,2.0,True
7,5.0,3.0,4.0,True
8,10.0,9.0,14.0,True
9,13.0,8.0,5.0,True
10,9.0,1.0,6.0,True
11,5.0,8.0,6.0,True
12,7.0,5.0,4.0,True
13,4.0,1.0,6.0,True
