day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,6,60.0,91.9775329400261
2,10,3,30.0,10.377430441290402
3,10,4,40.0,37.29501658377951
4,10,4,40.0,69.61516194392459
5,11,2,18.181818181818183,108.18410608031263
6,11,4,36.36363636363637,51.06088653389794
7,11,3,27.27272727272727,79.01743076488633
8,11,4,36.36363636363637,45.256140626005234
9,11,3,27.27272727272727,95.76630172406867
10,11,5,45.45454545454545,29.041391967183056
11,11,5,45.45454545454545,31.203493853745794
12,11,6,54.54545454545454,108.29983494529297
13,11,6,54.54545454545454,54.638062603166766
14,11,7,63.63636363636363,20.561405783200417
15,11,3,27.27272727272727,48.734818892718486
