day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,10.82932938707024
2,10,4,40.0,74.17399732012242
3,10,3,30.0,4.643736015011808
4,10,3,30.0,149.07189286719384
5,11,8,72.72727272727273,45.218742913748315
6,11,5,45.45454545454545,154.70669293553073
7,11,3,27.27272727272727,45.15874522705766
8,11,5,45.45454545454545,122.29834937230969
9,11,0,0.0,0.0
10,11,3,27.27272727272727,141.35660408561748
11,11,7,63.63636363636363,27.307552289700766
12,11,3,27.27272727272727,299.78144851192474
13,11,4,36.36363636363637,39.221144047020665
14,11,1,9.090909090909092,25.429968502541534
15,11,2,18.181818181818183,10.387637665134829
