phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.1256129556915616,1.3274379422660652,طبيعي,High
future_forecast,2,10,0.14297667819868362,1.08446844313664,طبيعي,Medium
future_forecast,3,11,0.19730280859054902,1.0095367209454842,طبيعي,Medium
future_forecast,4,12,0.2512381824430774,0.7266008923486413,طبيعي,Medium
future_forecast,5,13,0.30055710272762914,0.6507084114176571,طبيعي,Medium
future_forecast,6,14,0.29717241398484795,1.2237792825244733,طبيعي,Low
future_forecast,7,15,0.3232495536309646,0.9683697384654512,طبيعي,Low
future_forecast,8,1,0.29244298751224324,1.7428632434094928,طبيعي,Low
future_forecast,9,2,0.2685011497546869,1.5391265116991812,طبيعي,Low
future_forecast,10,3,0.25326844527454123,0.9369869800884231,طبيعي,Low
