DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.1403419988818533,0.5630415471048004,2,15.384615384615385,1,7.6923076923076925,1,7.6923076923076925
2,11,1.2271351560049457,0.7165911107177311,3,23.076923076923077,2,15.384615384615385,1,7.6923076923076925
3,11,1.2253012176321316,1.0178141184951908,5,38.46153846153847,2,15.384615384615385,1,7.6923076923076925
4,11,1.2230665366323292,0.6704726675483158,2,15.384615384615385,2,15.384615384615385,2,15.384615384615385
5,12,0.8106599814648839,0.7466235244476185,2,15.384615384615385,0,0.0,0,0.0
6,12,1.1410325897947882,0.8265476332982027,3,23.076923076923077,3,23.076923076923077,1,7.6923076923076925
7,12,1.1547172930033442,0.718156241483705,3,23.076923076923077,3,23.076923076923077,3,23.076923076923077
8,12,1.2516276286079047,0.9021668319236222,3,23.076923076923077,3,23.076923076923077,2,15.384615384615385
9,11,1.574480383272486,1.220329052311604,5,41.66666666666667,5,41.66666666666667,4,33.33333333333333
10,11,1.053269219211908,0.7118996288152395,3,25.0,2,16.666666666666664,2,16.666666666666664
11,11,0.9129934006815931,0.7791039770896362,3,25.0,1,8.333333333333332,0,0.0
12,11,0.7573694759322364,0.6678839367456493,1,8.333333333333332,0,0.0,0,0.0
13,11,0.779465708231562,0.6898978544858739,1,8.333333333333332,1,8.333333333333332,0,0.0
14,11,0.8683252243727769,0.4782834271572395,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
15,11,0.9214080503943911,0.4191013377118634,3,25.0,2,16.666666666666664,2,16.666666666666664
