DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.1038948076150932,0.7266057127296244,2,15.384615384615385,1,7.6923076923076925,1,7.6923076923076925
2,11,1.179066471877069,1.0593439239672535,4,30.76923076923077,2,15.384615384615385,1,7.6923076923076925
3,11,0.9458866628915577,0.8157387809867397,1,7.6923076923076925,0,0.0,0,0.0
4,11,0.8973298060695325,0.7644774500231516,2,15.384615384615385,0,0.0,0,0.0
5,12,0.8360902064621977,0.6766654571257285,2,15.384615384615385,1,7.6923076923076925,0,0.0
6,12,0.9624641480657897,0.7354403621717528,2,15.384615384615385,2,15.384615384615385,1,7.6923076923076925
7,12,1.1742017553673558,0.7743722065342884,3,23.076923076923077,2,15.384615384615385,1,7.6923076923076925
8,11,0.8829431899827462,0.6678960646199105,3,25.0,2,16.666666666666664,1,8.333333333333332
9,11,1.6069388513035527,0.792388631622115,3,25.0,3,25.0,3,25.0
10,11,0.9959502157206895,0.7570461834899586,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
11,11,0.8975801049080279,0.8181144991892597,2,16.666666666666664,1,8.333333333333332,0,0.0
12,11,0.9850823214448746,0.8609773612677891,3,25.0,2,16.666666666666664,0,0.0
13,11,1.076266752808383,0.83304842595417,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
14,11,0.7987009390798071,0.8287163552219238,1,8.333333333333332,1,8.333333333333332,0,0.0
15,11,0.6847586777964461,0.7411307118955169,0,0.0,0,0.0,0,0.0
