day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,182.3555005557007
2,10,6,60.0,36.2138021109589
3,10,4,40.0,66.9292613975836
4,10,2,20.0,156.50835275157837
5,11,5,45.45454545454545,119.97285334043679
6,11,3,27.27272727272727,13.632351804500324
7,11,5,45.45454545454545,23.939488196153185
8,11,5,45.45454545454545,44.61705981506289
9,11,4,36.36363636363637,64.69877804234534
10,11,1,9.090909090909092,13.904912860324226
11,11,5,45.45454545454545,37.025939988789084
12,11,7,63.63636363636363,108.14231038783441
13,11,6,54.54545454545454,51.8469332878208
14,11,4,36.36363636363637,61.72122647325305
15,11,4,36.36363636363637,30.62670225013164
