day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,34.12926330178638
2,10,5,50.0,48.86363193726307
3,10,5,50.0,48.29262565666106
4,10,5,50.0,81.72142739980177
5,11,3,27.27272727272727,41.95088628411485
6,11,4,36.36363636363637,44.20462017600725
7,11,7,63.63636363636363,52.73217284783061
8,11,4,36.36363636363637,47.411022174592986
9,11,7,63.63636363636363,23.112667816605942
10,11,2,18.181818181818183,64.9376806500797
11,11,3,27.27272727272727,56.23915830434101
12,11,5,45.45454545454545,48.380951007063096
13,11,4,36.36363636363637,47.31227151191079
14,11,6,54.54545454545454,154.68256297290702
15,11,4,36.36363636363637,38.68660713600785
