day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,97.5251818546254
2,10,5,50.0,99.77725038537447
3,10,5,50.0,104.01147844361353
4,10,5,50.0,79.73974992830736
5,11,3,27.27272727272727,146.63877782694416
6,11,4,36.36363636363637,47.42252929160721
7,11,6,54.54545454545454,55.92010686359618
8,11,0,0.0,0.0
9,11,4,36.36363636363637,99.90984035574806
10,11,3,27.27272727272727,83.86201794485706
11,11,4,36.36363636363637,63.313940929785545
12,11,4,36.36363636363637,34.62284233519014
13,11,3,27.27272727272727,68.67179105171736
14,11,3,27.27272727272727,170.23509884313356
15,11,5,45.45454545454545,37.01749828004894
