day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,99.44298093680092
2,10,3,30.0,242.67126696007108
3,10,4,40.0,49.687849812621415
4,10,3,30.0,17.48330535746215
5,11,3,27.27272727272727,122.51811528094068
6,11,6,54.54545454545454,47.140272777863345
7,11,5,45.45454545454545,174.7415204807324
8,11,3,27.27272727272727,139.28345212965806
9,11,4,36.36363636363637,24.851253120590894
10,11,3,27.27272727272727,86.03152702870777
11,11,2,18.181818181818183,230.78831992546952
12,11,3,27.27272727272727,149.48119324275643
13,11,3,27.27272727272727,208.83916044660987
14,11,3,27.27272727272727,44.61804794567208
15,11,4,36.36363636363637,108.60471559937858
