Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,11.0,8.0,5.0,True
3,13.0,9.0,7.0,True
4,12.0,8.0,9.0,True
5,2.0,12.0,11.0,True
6,13.0,10.0,1.0,True
7,12.0,15.0,13.0,True
8,7.0,1.0,2.0,True
9,6.0,5.0,7.0,True
10,15.0,12.0,14.0,True
11,10.0,11.0,1.0,True
12,2.0,7.0,4.0,True
13,,,,False
