day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,7,70.0,54.85264062551585
2,10,5,50.0,51.15897792578535
3,10,6,60.0,30.50585703855595
4,10,6,60.0,69.58584844795324
5,11,2,18.181818181818183,4.652962343908862
6,11,8,72.72727272727273,77.11062133893532
7,11,8,72.72727272727273,40.45258958449517
8,11,5,45.45454545454545,37.902675104316394
9,11,7,63.63636363636363,37.22414136267114
10,11,1,9.090909090909092,210.83371670783288
11,11,2,18.181818181818183,30.54465906317896
12,11,4,36.36363636363637,14.565702808277624
13,11,7,63.63636363636363,35.25953521928239
14,11,7,63.63636363636363,46.01723223363501
15,11,1,9.090909090909092,50.136137185436546
