Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,7.0,8.0,9.0,True
3,14.0,9.0,8.0,True
4,1.0,8.0,6.0,True
5,15.0,4.0,9.0,True
6,15.0,8.0,14.0,True
7,1.0,6.0,4.0,True
8,10.0,13.0,15.0,True
9,9.0,3.0,12.0,True
10,2.0,12.0,1.0,True
11,12.0,11.0,7.0,True
12,1.0,6.0,9.0,True
13,2.0,4.0,3.0,True
