Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,7.0,9.0,8.0,True
3,9.0,15.0,1.0,True
4,9.0,1.0,3.0,True
5,12.0,6.0,1.0,True
6,6.0,8.0,9.0,True
7,15.0,1.0,11.0,True
8,9.0,8.0,6.0,True
9,15.0,3.0,1.0,True
10,1.0,6.0,4.0,True
11,15.0,12.0,3.0,True
12,3.0,1.0,7.0,True
13,,,,False
