day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,4,44.44444444444444,205.95111043121898
2,9,4,44.44444444444444,65.14955347467928
3,9,6,66.66666666666666,37.24348081866148
4,9,3,33.33333333333333,24.820789089519696
5,10,4,40.0,46.455810575132524
6,10,5,50.0,63.37909598524434
7,10,4,40.0,218.22551571094863
8,10,3,30.0,164.91671613711688
9,10,3,30.0,95.92858323892501
10,10,4,40.0,31.728572440383207
11,10,3,30.0,98.22779825082354
12,10,6,60.0,94.71025820102894
13,10,3,30.0,74.50929524921561
14,10,6,60.0,38.56898944517332
15,10,5,50.0,149.17460142712073
