day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,254.124905139462
2,10,4,40.0,111.60478183762214
3,10,3,30.0,487.50493585877894
4,10,7,70.0,121.99850018583213
5,11,1,9.090909090909092,33.33333333333333
6,11,6,54.54545454545454,362.2464276409532
7,11,4,36.36363636363637,246.2042919191378
8,11,3,27.27272727272727,144.99419608334395
9,11,4,36.36363636363637,180.7216032068085
10,11,3,27.27272727272727,260.9789912028072
11,11,3,27.27272727272727,49.23996770406895
12,11,2,18.181818181818183,115.25880705850923
13,11,0,0.0,0.0
14,11,3,27.27272727272727,13.667115784146894
15,11,3,27.27272727272727,123.93700493156585
