day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,172.8892523728718
2,10,6,60.0,281.9973265655321
3,10,5,50.0,291.35775190716606
4,10,3,30.0,74.50052365255489
5,11,7,63.63636363636363,196.93539222803457
6,11,2,18.181818181818183,508.7064755517731
7,11,6,54.54545454545454,149.91715889581818
8,11,2,18.181818181818183,707.2910707993095
9,11,2,18.181818181818183,68.61203905380489
10,11,3,27.27272727272727,54.4396445016961
11,11,2,18.181818181818183,36.42780784190563
12,11,0,0.0,0.0
13,11,1,9.090909090909092,33.712660028449505
14,11,3,27.27272727272727,30.179668177229583
15,11,3,27.27272727272727,248.67287399037536
