day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,169.8996928967151
2,10,4,40.0,95.88539788449792
3,10,4,40.0,295.98387267838314
4,10,4,40.0,89.46084797456572
5,11,2,18.181818181818183,67.66481497249453
6,11,3,27.27272727272727,400.2101988396435
7,11,5,45.45454545454545,168.74911765289684
8,11,2,18.181818181818183,141.63123889927385
9,11,4,36.36363636363637,146.37968800618688
10,11,3,27.27272727272727,204.33434088706178
11,11,2,18.181818181818183,18.90484958566463
12,11,3,27.27272727272727,199.51845678454342
13,11,4,36.36363636363637,65.01436757280776
14,11,3,27.27272727272727,206.03757429324756
15,11,2,18.181818181818183,132.25981719346487
