phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.020811692943891878,0.8925543461126317,طبيعي,High
future_forecast,2,10,0.057309399951639424,0.9132213701169487,طبيعي,Medium
future_forecast,3,11,0.054684534519304044,0.9773181148354005,طبيعي,Medium
future_forecast,4,12,0.058848509114977056,0.9776867759935732,طبيعي,Medium
future_forecast,5,13,0.061010610102235026,0.7513674036524193,طبيعي,Medium
future_forecast,6,14,0.0645519234450296,0.9387538262308586,طبيعي,Low
future_forecast,7,15,0.07450921617137236,0.7003090230106426,طبيعي,Low
future_forecast,8,1,0.06836531243671991,1.0557742511165278,طبيعي,Low
future_forecast,9,2,0.07371721141342162,1.3761715400659216,طبيعي,Low
future_forecast,10,3,0.08019930612225207,1.0295607644806641,طبيعي,Low
