Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,9.0,7.0,5.0,True
3,14.0,13.0,8.0,True
4,3.0,4.0,15.0,True
5,9.0,12.0,10.0,True
6,4.0,6.0,15.0,True
7,2.0,1.0,8.0,True
8,13.0,11.0,7.0,True
9,8.0,7.0,12.0,True
10,8.0,5.0,1.0,True
11,7.0,14.0,15.0,True
12,8.0,11.0,15.0,True
13,2.0,1.0,3.0,True
