Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,7.0,10.0,13.0,True
3,4.0,5.0,3.0,True
4,14.0,11.0,12.0,True
5,8.0,7.0,1.0,True
6,14.0,1.0,4.0,True
7,6.0,5.0,7.0,True
8,9.0,8.0,10.0,True
9,14.0,15.0,13.0,True
10,7.0,13.0,11.0,True
11,8.0,3.0,2.0,True
12,13.0,14.0,1.0,True
13,1.0,4.0,2.0,True
