day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,2,20.0,60.853872025116615
2,10,2,20.0,193.80301739917957
3,10,5,50.0,96.61010293957953
4,10,5,50.0,62.731569831998605
5,11,3,27.27272727272727,147.8487409859241
6,11,2,18.181818181818183,70.65134726603146
7,11,3,27.27272727272727,85.30601417519536
8,11,3,27.27272727272727,48.849121967434165
9,11,4,36.36363636363637,53.775309693591154
10,11,6,54.54545454545454,58.23255682643483
11,11,3,27.27272727272727,15.883087354651849
12,11,5,45.45454545454545,37.794381530366024
13,11,4,36.36363636363637,28.995723832562412
14,11,2,18.181818181818183,136.46051284620629
15,11,2,18.181818181818183,231.12163502185282
