day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,6,60.0,33.077226161359896
2,10,4,40.0,71.40755489689937
3,10,5,50.0,29.034687607235547
4,10,3,30.0,50.828088127884484
5,11,6,54.54545454545454,24.686542063599457
6,11,3,27.27272727272727,87.97708710914527
7,11,4,36.36363636363637,62.77608256158814
8,11,3,27.27272727272727,73.77421074203171
9,11,5,45.45454545454545,100.68476364633409
10,11,3,27.27272727272727,93.21111668953536
11,11,6,54.54545454545454,40.85082271035262
12,11,7,63.63636363636363,68.02395944786677
13,11,6,54.54545454545454,128.07968950041052
14,11,4,36.36363636363637,55.48370057821148
15,11,3,27.27272727272727,77.85657449808741
