Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,12.0,11.0,6.0,True
3,7.0,15.0,4.0,True
4,3.0,6.0,2.0,True
5,14.0,15.0,10.0,True
6,4.0,1.0,5.0,True
7,2.0,7.0,4.0,True
8,9.0,8.0,11.0,True
9,3.0,8.0,10.0,True
10,15.0,1.0,12.0,True
11,4.0,7.0,2.0,True
12,3.0,2.0,4.0,True
