day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,21.247197669797302
2,10,4,40.0,120.16790711433346
3,10,4,40.0,56.278475600218194
4,10,3,30.0,113.94408646354809
5,11,5,45.45454545454545,34.70034936475987
6,11,3,27.27272727272727,34.04373409082857
7,11,3,27.27272727272727,187.49838055444957
8,11,3,27.27272727272727,138.82076810818708
9,11,5,45.45454545454545,83.35918677412948
10,11,5,45.45454545454545,60.09877229378342
11,11,5,45.45454545454545,68.3789476708135
12,11,7,63.63636363636363,45.1096036972415
13,11,4,36.36363636363637,58.29997883003322
14,11,4,36.36363636363637,41.32755797264001
15,11,4,36.36363636363637,54.17106879756006
