phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.047217630656824494,1.130695212231078,طبيعي,High
future_forecast,2,10,0.0689647803090043,1.0294774842584298,طبيعي,Medium
future_forecast,3,11,0.07341617933424693,0.9357215029691606,طبيعي,Medium
future_forecast,4,12,0.09427649486525647,0.98210297596429,طبيعي,Medium
future_forecast,5,13,0.10824189994652615,1.1186217549066078,طبيعي,Medium
future_forecast,6,14,0.1095042466808349,0.9872997718508393,طبيعي,Low
future_forecast,7,15,0.1334946219148946,0.703469447445294,طبيعي,Low
future_forecast,8,1,0.160842948307376,0.7174725610404468,طبيعي,Low
future_forecast,9,2,0.19178754975275208,0.8915704374818811,طبيعي,Low
future_forecast,10,3,0.245847346974965,1.409345879981813,طبيعي,Low
