phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.08047787631140568,1.2937971251391387,طبيعي,High
future_forecast,2,10,0.13463939170718173,1.1661592696863685,طبيعي,Medium
future_forecast,3,11,0.14687766770165206,0.8470392243230969,طبيعي,Medium
future_forecast,4,12,0.17422625158729443,0.7601234391440876,طبيعي,Medium
future_forecast,5,13,0.20695996874179337,0.7673888438561455,طبيعي,Medium
future_forecast,6,14,0.24264100249994244,0.9159432787786878,طبيعي,Low
future_forecast,7,15,0.2663391097004568,0.9498327262089074,طبيعي,Low
future_forecast,8,1,0.2548312755186401,1.161021942752094,طبيعي,Low
future_forecast,9,2,0.23229908766535606,1.3851910992699124,طبيعي,Low
future_forecast,10,3,0.20635480536580095,1.075287396167794,طبيعي,Low
