day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,69.01678946728615
2,10,4,40.0,121.4716807010013
3,10,6,60.0,45.19190913506349
4,10,5,50.0,64.95827557358217
5,11,3,27.27272727272727,20.602493021248467
6,11,4,36.36363636363637,93.57311978341744
7,11,3,27.27272727272727,64.1208197263876
8,11,3,27.27272727272727,65.15473045028756
9,11,8,72.72727272727273,54.26195229535019
10,11,7,63.63636363636363,127.6047798216158
11,11,4,36.36363636363637,396.418039565605
12,11,6,54.54545454545454,113.13228315977047
13,11,5,45.45454545454545,70.83635078041326
14,11,5,45.45454545454545,64.48186995975979
15,11,2,18.181818181818183,89.19870290438459
