Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,10.0,9.0,12.0,True
3,5.0,8.0,2.0,True
4,4.0,12.0,14.0,True
5,2.0,1.0,4.0,True
6,14.0,15.0,3.0,True
7,6.0,11.0,7.0,True
8,12.0,8.0,9.0,True
9,4.0,13.0,14.0,True
10,4.0,14.0,9.0,True
11,9.0,8.0,15.0,True
12,1.0,3.0,7.0,True
13,,,,False
