day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,47.84620401050254
2,10,1,10.0,48.92551076171683
3,10,5,50.0,80.4735046781921
4,10,3,30.0,120.9576923799392
5,11,4,36.36363636363637,51.430405183777616
6,11,3,27.27272727272727,37.422864077263746
7,11,6,54.54545454545454,207.27433737883646
8,11,7,63.63636363636363,84.53806925801771
9,11,5,45.45454545454545,133.98000990597794
10,11,5,45.45454545454545,155.59751798707538
11,11,4,36.36363636363637,76.18746912120227
12,11,4,36.36363636363637,60.099057037173566
13,11,1,9.090909090909092,228.38832454441444
14,11,4,36.36363636363637,144.64937857110434
15,11,5,45.45454545454545,154.72496640757475
