DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.894043044955224,0.22822257406535726,5,38.46153846153847,5,38.46153846153847,4,30.76923076923077
2,11,1.2060964894985786,1.1597918123203605,4,30.76923076923077,4,30.76923076923077,3,23.076923076923077
3,11,1.0536985462200141,0.3889819467708915,5,38.46153846153847,4,30.76923076923077,2,15.384615384615385
4,11,0.5142074531850978,0.2484004516371848,2,15.384615384615385,1,7.6923076923076925,0,0.0
5,12,0.8601506343341375,0.34712761691661115,3,23.076923076923077,3,23.076923076923077,3,23.076923076923077
6,12,0.7753984743839059,0.3543261608414052,4,30.76923076923077,3,23.076923076923077,1,7.6923076923076925
7,12,0.7425408097528846,0.2355134246816107,2,15.384615384615385,2,15.384615384615385,1,7.6923076923076925
8,12,1.5283627159105697,0.9987600639770987,4,30.76923076923077,4,30.76923076923077,2,15.384615384615385
9,11,1.0524660730085644,0.6410256410256411,3,25.0,3,25.0,2,16.666666666666664
10,11,1.0620177929276728,0.33307367912111524,3,25.0,2,16.666666666666664,2,16.666666666666664
11,11,1.7839163440407733,1.0197198253564261,4,33.33333333333333,4,33.33333333333333,2,16.666666666666664
12,11,0.8947381092822643,0.16592762122729224,3,25.0,3,25.0,3,25.0
13,11,1.74352082072901,0.2513826043237808,5,41.66666666666667,5,41.66666666666667,3,25.0
14,11,1.818645650889318,0.5840289371174179,4,33.33333333333333,4,33.33333333333333,4,33.33333333333333
15,11,0.9470577926773666,0.4456824512534819,3,25.0,3,25.0,3,25.0
