Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,13.0,14.0,15.0,True
3,2.0,7.0,1.0,True
4,10.0,11.0,9.0,True
5,2.0,4.0,9.0,True
6,13.0,2.0,3.0,True
7,7.0,9.0,4.0,True
8,2.0,6.0,7.0,True
9,12.0,13.0,8.0,True
10,11.0,8.0,2.0,True
11,2.0,13.0,14.0,True
12,2.0,8.0,6.0,True
