phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.13266251215922675,1.2547827921264598,طبيعي,High
future_forecast,2,10,0.1488482498379187,1.0995027479400965,طبيعي,Medium
future_forecast,3,11,0.1464777088772538,1.1613548004234486,طبيعي,Medium
future_forecast,4,12,0.149121228270891,1.1785803836875741,طبيعي,Medium
future_forecast,5,13,0.12423593137962861,0.9625770418615827,طبيعي,Medium
future_forecast,6,14,0.15309182823211073,1.2847391523126528,طبيعي,Low
future_forecast,7,15,0.09460632216863367,0.8467911687760598,طبيعي,Low
future_forecast,8,1,0.07614849787456292,0.7995800103354835,طبيعي,Low
future_forecast,9,2,0.06189361423217376,0.8036141542084426,طبيعي,Low
future_forecast,10,3,0.04150751308918336,0.5857423067733543,طبيعي,Low
