phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.0699340161036227,0.9059391107510564,طبيعي,High
future_forecast,2,10,0.029509544664924208,1.0889016465396937,طبيعي,Medium
future_forecast,3,11,0.03893803385295256,1.079955092087101,طبيعي,Medium
future_forecast,4,12,0.06724302176043334,1.0959015416626547,طبيعي,Medium
future_forecast,5,13,0.04302541404652617,1.1707595645356632,طبيعي,Medium
future_forecast,6,14,0.0625167038170327,1.0414244891071536,طبيعي,Low
future_forecast,7,15,0.09231395692908215,0.9071860055781069,طبيعي,Low
future_forecast,8,1,0.08309543991825474,1.141104494630379,طبيعي,Low
future_forecast,9,2,0.09806676424453502,1.1040825646469286,طبيعي,Low
future_forecast,10,3,0.14692269426600257,0.9835527421387731,طبيعي,Low
