Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,9.0,10.0,15.0,True
3,4.0,1.0,2.0,True
4,7.0,14.0,8.0,True
5,7.0,9.0,8.0,True
6,15.0,13.0,3.0,True
7,1.0,3.0,5.0,True
8,10.0,7.0,6.0,True
9,13.0,8.0,1.0,True
10,13.0,2.0,11.0,True
11,2.0,1.0,5.0,True
12,14.0,9.0,10.0,True
