day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,153.37795310880497
2,10,4,40.0,83.41406957880262
3,10,2,20.0,83.92375077547027
4,10,4,40.0,122.94565657811302
5,11,4,36.36363636363637,75.03793294424571
6,11,3,27.27272727272727,76.98750054155589
7,11,5,45.45454545454545,69.15305300682114
8,11,2,18.181818181818183,22.842709526747317
9,11,5,45.45454545454545,68.6350022318396
10,11,6,54.54545454545454,217.88204440367508
11,11,4,36.36363636363637,62.679343487621566
12,11,0,0.0,0.0
13,11,4,36.36363636363637,136.77362725123976
14,11,3,27.27272727272727,132.78118069284167
15,11,5,45.45454545454545,150.6011735272556
