day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,72.52729492432375
2,10,7,70.0,51.39357533827006
3,10,5,50.0,56.41161920895439
4,10,4,40.0,65.52113171138603
5,11,5,45.45454545454545,135.11443191269595
6,11,5,45.45454545454545,132.46816402318262
7,11,5,45.45454545454545,44.93383962818118
8,11,5,45.45454545454545,29.908187202890495
9,11,4,36.36363636363637,108.51732350383759
10,11,3,27.27272727272727,47.22141771873053
11,11,3,27.27272727272727,56.987361627329896
12,11,4,36.36363636363637,200.91553427022373
13,11,2,18.181818181818183,30.99753502287541
14,11,6,54.54545454545454,50.27042077936439
15,11,2,18.181818181818183,20.653722000541784
