day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,80.3438742506825
2,10,5,50.0,25.40463367526621
3,10,7,70.0,117.93906869130572
4,10,5,50.0,82.25291976890841
5,11,3,27.27272727272727,141.60591105951758
6,11,5,45.45454545454545,68.20919313572891
7,11,5,45.45454545454545,91.86207175666391
8,11,4,36.36363636363637,69.06629821484174
9,11,4,36.36363636363637,208.99515589082088
10,11,5,45.45454545454545,48.17080323259516
11,11,3,27.27272727272727,16.331645544094755
12,11,2,18.181818181818183,17.506085839530208
13,11,3,27.27272727272727,39.230549873664785
14,11,3,27.27272727272727,29.61632932791308
15,11,3,27.27272727272727,16.097410371529566
