day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,11,4,36.36363636363637,124.34567930639052
2,11,5,45.45454545454545,54.590830239997516
3,11,4,36.36363636363637,41.27121179147073
4,11,2,18.181818181818183,11.06680162390088
5,12,4,33.33333333333333,134.45369802231392
6,12,8,66.66666666666666,70.19629345801451
7,12,6,50.0,56.276721369373185
8,12,4,33.33333333333333,24.49693070305363
9,12,5,41.66666666666667,113.34067649967842
10,12,5,41.66666666666667,126.2199716411071
11,12,4,33.33333333333333,112.49210333972401
12,12,6,50.0,40.913851361852245
13,12,5,41.66666666666667,257.07199597507696
14,12,6,50.0,67.75211431847954
15,12,6,50.0,122.09905734619764
