day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,5,55.55555555555556,63.33859516790368
2,9,5,55.55555555555556,214.09083107763195
3,9,3,33.33333333333333,354.6377750396941
4,9,1,11.11111111111111,72.97592454703401
5,10,5,50.0,67.5203571137499
6,10,1,10.0,23.821581870558184
7,10,2,20.0,142.34773708001637
8,10,3,30.0,291.4616955140568
9,10,3,30.0,68.13224594401144
10,10,5,50.0,268.72383842589073
11,10,2,20.0,543.5135571759357
12,10,4,40.0,408.76663149915373
13,10,2,20.0,253.51165489436488
14,10,2,20.0,105.61837211441323
15,10,3,30.0,72.36832880350097
