Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,15.0,10.0,11.0,True
3,5.0,15.0,4.0,True
4,5.0,11.0,12.0,True
5,1.0,3.0,2.0,True
6,4.0,13.0,12.0,True
7,1.0,2.0,7.0,True
8,10.0,12.0,13.0,True
9,2.0,12.0,14.0,True
10,10.0,11.0,3.0,True
11,11.0,3.0,1.0,True
12,3.0,2.0,1.0,True
13,2.0,3.0,1.0,True
