DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,0.7621870942354299,0.5890155400234789,3,23.076923076923077,1,7.6923076923076925,0,0.0
2,10,1.0465845080780092,0.6360852183451668,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
3,10,1.2385817246143085,0.8651140137907313,4,33.33333333333333,3,25.0,3,25.0
4,10,1.1237763976229302,1.0714619251919735,3,25.0,2,16.666666666666664,2,16.666666666666664
5,11,1.0726658474198338,0.7432532084581768,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
6,11,0.6639881641045017,0.477138946101746,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
7,11,0.852480937778446,0.4763849660510286,3,25.0,2,16.666666666666664,1,8.333333333333332
8,11,0.7418701717209242,0.570191783238205,3,25.0,1,8.333333333333332,0,0.0
9,11,0.9087891686150414,0.6562141078570612,3,25.0,2,16.666666666666664,1,8.333333333333332
10,11,1.113098649441216,1.0083492556780083,4,33.33333333333333,2,16.666666666666664,2,16.666666666666664
11,11,0.841872188496908,0.8054099239600411,1,8.333333333333332,0,0.0,0,0.0
12,11,0.8940852046084323,0.6119813338328806,3,25.0,1,8.333333333333332,0,0.0
13,11,0.7843214447961807,0.7430613470118588,3,25.0,0,0.0,0,0.0
14,11,0.9094914500211343,0.7460956139248788,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
15,11,0.9867122074394481,0.5160201173675097,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
