day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,170.5436624001614
2,10,3,30.0,214.29944394565248
3,10,2,20.0,52.46692960049008
4,10,4,40.0,63.54532641754329
5,11,3,27.27272727272727,69.52170363951622
6,11,4,36.36363636363637,30.291403594871355
7,11,6,54.54545454545454,66.68596151029203
8,11,4,36.36363636363637,228.60389335290398
9,11,2,18.181818181818183,33.20429365524412
10,11,4,36.36363636363637,37.53976349117025
11,11,4,36.36363636363637,49.49609177007225
12,11,3,27.27272727272727,127.27741763105364
13,11,5,45.45454545454545,166.33420210384182
14,11,3,27.27272727272727,81.66684507726319
15,11,3,27.27272727272727,95.78054898116648
