DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,10,1.0243916540170972,0.49680865703026844,3,25.0,2,16.666666666666664,2,16.666666666666664
2,10,0.8751828491463668,0.43472112215657094,3,25.0,2,16.666666666666664,1,8.333333333333332
3,10,0.6390494695590385,0.46766245572324716,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
4,10,1.050730489016439,0.4573294469463147,4,33.33333333333333,3,25.0,1,8.333333333333332
5,11,0.9225619280621796,0.673039607802667,3,25.0,2,16.666666666666664,1,8.333333333333332
6,11,0.7094539484887431,0.4876245717286627,3,25.0,2,16.666666666666664,1,8.333333333333332
7,11,0.8193406159016454,0.18956642614090727,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
8,11,0.5359784288624887,0.582909275724114,1,8.333333333333332,0,0.0,0,0.0
9,11,0.9238712421908201,0.6659127163738421,4,33.33333333333333,2,16.666666666666664,2,16.666666666666664
10,11,1.903816884296216,1.391133632239116,6,50.0,5,41.66666666666667,4,33.33333333333333
11,11,0.9334002307985632,0.7791907925116192,4,33.33333333333333,3,25.0,0,0.0
12,11,0.25853232669537785,0.10219018520168474,0,0.0,0,0.0,0,0.0
13,11,0.955985491703909,0.25539739835183545,3,25.0,2,16.666666666666664,1,8.333333333333332
14,11,0.919446214364791,0.6899999397696825,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
15,11,1.3325049549486279,0.6397062913726135,4,33.33333333333333,4,33.33333333333333,3,25.0
