phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.17862834379599934,0.7003274298569733,طبيعي,High
future_forecast,2,10,0.11672129594917008,1.542955581539426,طبيعي,Medium
future_forecast,3,11,0.14211365399664436,1.2193289323263945,طبيعي,Medium
future_forecast,4,12,0.17864795239827164,0.9900491471471846,طبيعي,Medium
future_forecast,5,13,0.16121392660238187,0.7869189895753301,طبيعي,Medium
future_forecast,6,14,0.2638544295903398,0.44162439100779666,طبيعي,Low
future_forecast,7,15,0.27901233997248825,0.5615183071412907,طبيعي,Low
future_forecast,8,1,0.15868750791365224,1.255327759989899,طبيعي,Low
future_forecast,9,2,0.18187101841668657,1.4581262654098728,طبيعي,Low
future_forecast,10,3,0.18352553153798698,1.3411021091500825,طبيعي,Low
