day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,6,60.0,43.413124512512695
2,10,3,30.0,379.2975150257326
3,10,2,20.0,102.74607035229832
4,10,6,60.0,163.1631582835496
5,11,4,36.36363636363637,51.87822715138273
6,11,4,36.36363636363637,74.07066751040472
7,11,3,27.27272727272727,124.85644290928188
8,11,4,36.36363636363637,126.28468788122832
9,11,4,36.36363636363637,112.81435003377946
10,11,3,27.27272727272727,68.27458915840982
11,11,4,36.36363636363637,23.51275624549013
12,11,3,27.27272727272727,29.72715364768909
13,11,4,36.36363636363637,82.88256677908143
14,11,4,36.36363636363637,39.741356612098976
15,11,4,36.36363636363637,31.180213932874324
