Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,12.0,10.0,5.0,True
3,4.0,3.0,5.0,True
4,7.0,10.0,8.0,True
5,1.0,2.0,13.0,True
6,9.0,11.0,10.0,True
7,14.0,15.0,12.0,True
8,8.0,14.0,1.0,True
9,1.0,13.0,3.0,True
10,11.0,13.0,14.0,True
11,1.0,2.0,6.0,True
12,13.0,6.0,2.0,True
13,,,,False
