phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.03669537332617119,0.7567568593350505,طبيعي,High
future_forecast,2,10,0.05339391283765163,0.5269463895974688,طبيعي,Medium
future_forecast,3,11,0.07014499075950902,0.9654842473953035,طبيعي,Medium
future_forecast,4,12,0.09297417690752656,1.149987602194392,طبيعي,Medium
future_forecast,5,13,0.11313979410830577,0.995104778692819,طبيعي,Medium
future_forecast,6,14,0.2148637632290747,1.2648753261019416,طبيعي,Low
future_forecast,7,15,0.2413916748775379,0.7780105618138464,طبيعي,Low
future_forecast,8,1,0.36273404025762124,1.722646924962631,طبيعي,Low
future_forecast,9,2,0.33128270050721126,1.0021229944111802,طبيعي,Low
future_forecast,10,3,0.3349710550741444,0.9036557689524531,طبيعي,Low
