phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.12831353993545916,0.9864175774267175,طبيعي,High
future_forecast,2,10,0.2421598225469427,0.8873317512066027,طبيعي,Medium
future_forecast,3,11,0.21836806239844223,1.0329380346256796,طبيعي,Medium
future_forecast,4,12,0.2075841470196184,0.9613924272194406,طبيعي,Medium
future_forecast,5,13,0.263589451995972,0.8848116348240538,طبيعي,Medium
future_forecast,6,14,0.26651129337163093,0.9468232537215918,طبيعي,Low
future_forecast,7,15,0.34261358635463446,0.7567208290758972,طبيعي,Low
future_forecast,8,1,0.21281063627513233,1.2148446545356635,طبيعي,Low
future_forecast,9,2,0.3127250957869032,0.9192501377032837,طبيعي,Low
future_forecast,10,3,0.2690618065162467,1.018420128452818,طبيعي,Low
