day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,3,33.33333333333333,328.79689832780133
2,9,3,33.33333333333333,222.60230879452988
3,9,2,22.22222222222222,82.69688609649836
4,9,1,11.11111111111111,7.700592353257951
5,10,2,20.0,104.40817991813603
6,10,1,10.0,212.73111463285787
7,10,3,30.0,416.56593072298216
8,10,2,20.0,242.70452842126915
9,10,2,20.0,233.53744526226012
10,10,2,20.0,277.46681502237107
11,10,3,30.0,194.49633908673914
12,10,4,40.0,351.2818744856954
13,10,6,60.0,158.98264930058576
14,10,2,20.0,158.48061158632234
15,10,3,30.0,277.53165299342714
