day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,86.91935065107121
2,10,6,60.0,52.389175113236924
3,10,4,40.0,338.7578657505314
4,10,4,40.0,136.38994896076264
5,11,3,27.27272727272727,47.622639489722474
6,11,5,45.45454545454545,68.18387140281517
7,11,3,27.27272727272727,25.328518448702585
8,11,4,36.36363636363637,124.37815493103092
9,11,5,45.45454545454545,48.235876353382636
10,11,3,27.27272727272727,56.71520700572905
11,11,4,36.36363636363637,42.498461147454236
12,11,3,27.27272727272727,26.32204833452845
13,11,5,45.45454545454545,45.43419329033124
14,11,4,36.36363636363637,137.00747775537997
15,11,3,27.27272727272727,110.69418971261422
