day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,97.11067990199604
2,10,3,30.0,63.891507025699944
3,10,3,30.0,39.20841230785833
4,10,3,30.0,129.22716069206632
5,11,4,36.36363636363637,78.7774910089285
6,11,6,54.54545454545454,44.157774902490274
7,11,5,45.45454545454545,110.96952688742758
8,11,3,27.27272727272727,116.17277794640859
9,11,3,27.27272727272727,92.12867946055877
10,11,4,36.36363636363637,106.99425888319858
11,11,4,36.36363636363637,28.321553688011143
12,11,5,45.45454545454545,23.84692836833722
13,11,2,18.181818181818183,66.11870056946304
14,11,2,18.181818181818183,211.38996636403064
15,11,4,36.36363636363637,211.55148864829823
