day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,42.34533934846802
2,10,3,30.0,82.60587830669262
3,10,3,30.0,50.96576140380069
4,10,2,20.0,127.59045074509561
5,11,5,45.45454545454545,45.7671526553547
6,11,4,36.36363636363637,37.160716880017446
7,11,4,36.36363636363637,96.26539964466545
8,11,3,27.27272727272727,198.4032261049929
9,11,4,36.36363636363637,33.96989805641072
10,11,2,18.181818181818183,143.2332253575022
11,11,5,45.45454545454545,136.393950281368
12,11,1,9.090909090909092,237.65811425643736
13,11,5,45.45454545454545,48.266728286805915
14,11,2,18.181818181818183,22.579963379419
15,11,4,36.36363636363637,41.53207555864185
