Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,5.0,12.0,8.0,True
3,14.0,7.0,13.0,True
4,9.0,5.0,8.0,True
5,8.0,11.0,10.0,True
6,2.0,1.0,12.0,True
7,4.0,11.0,2.0,True
8,11.0,10.0,12.0,True
9,15.0,10.0,14.0,True
10,11.0,10.0,8.0,True
11,8.0,5.0,2.0,True
12,11.0,14.0,7.0,True
