Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,9.0,15.0,10.0,True
3,13.0,9.0,15.0,True
4,5.0,6.0,1.0,True
5,13.0,12.0,7.0,True
6,2.0,5.0,4.0,True
7,1.0,10.0,2.0,True
8,10.0,7.0,11.0,True
9,6.0,8.0,5.0,True
10,4.0,5.0,8.0,True
11,6.0,2.0,5.0,True
12,14.0,1.0,3.0,True
13,1.0,3.0,2.0,True
