day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,25.054041353640855
2,10,5,50.0,84.41326063260007
3,10,6,60.0,80.04024950682629
4,10,5,50.0,81.81832124326117
5,11,5,45.45454545454545,95.08307536224758
6,11,5,45.45454545454545,71.29881485537103
7,11,3,27.27272727272727,32.906434777081294
8,11,4,36.36363636363637,83.23167528021416
9,11,4,36.36363636363637,81.63049509462539
10,11,4,36.36363636363637,32.546765134613835
11,11,6,54.54545454545454,49.021607679505685
12,11,5,45.45454545454545,50.29349343342748
13,11,4,36.36363636363637,89.84876212097984
14,11,4,36.36363636363637,89.64110076175115
15,11,3,27.27272727272727,27.486454860762933
