DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.2541711740865698,1.0620130830676178,3,23.076923076923077,3,23.076923076923077,1,7.6923076923076925
2,11,1.4679846502008176,0.9269482428357388,3,23.076923076923077,3,23.076923076923077,3,23.076923076923077
3,11,1.285675722149164,0.8008178366273975,4,30.76923076923077,4,30.76923076923077,2,15.384615384615385
4,11,0.9420385075339108,0.6494338561848692,4,30.76923076923077,3,23.076923076923077,1,7.6923076923076925
5,12,0.808339264702797,0.511726624281279,3,23.076923076923077,3,23.076923076923077,0,0.0
6,11,1.3978922251886168,1.1349010364666143,4,33.33333333333333,4,33.33333333333333,1,8.333333333333332
7,11,1.1184303543146914,0.994904825863645,5,41.66666666666667,3,25.0,1,8.333333333333332
8,11,1.3407941364068245,0.8353149749903156,3,25.0,3,25.0,2,16.666666666666664
9,11,1.377677370219071,1.0802676428800286,5,41.66666666666667,4,33.33333333333333,2,16.666666666666664
10,11,1.3508538081130528,0.9255420315475957,4,33.33333333333333,4,33.33333333333333,3,25.0
11,11,1.0146148237333648,0.7129980149906173,4,33.33333333333333,2,16.666666666666664,2,16.666666666666664
12,11,0.7670629587592734,0.6705400481810871,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
13,11,0.9705551490233727,0.699489047284875,3,25.0,1,8.333333333333332,1,8.333333333333332
14,11,0.9145577190460729,0.9828627698650718,3,25.0,2,16.666666666666664,0,0.0
15,11,0.704819369879446,0.671771090875334,2,16.666666666666664,2,16.666666666666664,0,0.0
