day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,115.00740454573163
2,10,8,80.0,92.04914518101774
3,10,5,50.0,207.99409794535322
4,10,5,50.0,124.71654706320655
5,11,2,18.181818181818183,32.15033070058082
6,11,4,36.36363636363637,27.5229830949487
7,11,5,45.45454545454545,48.381730108722195
8,11,4,36.36363636363637,25.156293930594757
9,11,2,18.181818181818183,29.85814732815888
10,11,3,27.27272727272727,88.85538755286115
11,11,2,18.181818181818183,86.79440037316644
12,11,3,27.27272727272727,157.18060592655183
13,11,4,36.36363636363637,60.867392078034825
14,11,3,27.27272727272727,31.281019111103983
15,11,5,45.45454545454545,54.52835720078163
