DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,0.7545540382741877,0.8495088167451188,2,15.384615384615385,0,0.0,0,0.0
2,11,0.8937463057903482,0.5023946240064191,2,15.384615384615385,2,15.384615384615385,1,7.6923076923076925
3,11,1.1968202996565334,0.5994548857736192,3,23.076923076923077,2,15.384615384615385,2,15.384615384615385
4,11,0.9800953728122942,0.995228313145249,4,30.76923076923077,4,30.76923076923077,0,0.0
5,12,0.7869160308544525,0.6644973467433741,2,15.384615384615385,1,7.6923076923076925,1,7.6923076923076925
6,12,1.0546659432390777,0.7858671388158973,3,23.076923076923077,2,15.384615384615385,2,15.384615384615385
7,12,1.7716754008297453,0.9009390605032637,3,23.076923076923077,2,15.384615384615385,2,15.384615384615385
8,12,1.078945418430094,0.7270752967740638,4,30.76923076923077,2,15.384615384615385,2,15.384615384615385
9,11,0.77501811986181,0.6136552005743637,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
10,11,2.0165949066064646,0.7573788649432613,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
11,11,0.9598375527169855,0.7580672573604306,4,33.33333333333333,3,25.0,1,8.333333333333332
12,11,0.9373402949535197,0.8435096119100256,3,25.0,2,16.666666666666664,1,8.333333333333332
13,11,0.9647992499139942,0.688543530315034,3,25.0,2,16.666666666666664,1,8.333333333333332
14,11,1.7800690430942963,0.5972899520537676,3,25.0,3,25.0,2,16.666666666666664
15,11,0.6532530255565934,0.5236624282763637,1,8.333333333333332,1,8.333333333333332,0,0.0
