day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,7,70.0,70.20908576392551
2,10,4,40.0,152.88010499813265
3,10,2,20.0,85.52972775995595
4,10,4,40.0,47.04769671932549
5,11,3,27.27272727272727,48.701426132516055
6,11,4,36.36363636363637,33.08456381899616
7,11,4,36.36363636363637,73.51026119042552
8,11,3,27.27272727272727,95.78572397054425
9,11,3,27.27272727272727,57.50908107886261
10,11,3,27.27272727272727,25.37410122154989
11,11,4,36.36363636363637,61.36770713483773
12,11,6,54.54545454545454,124.0236610169937
13,11,4,36.36363636363637,140.52011221493717
14,11,6,54.54545454545454,101.35447939883962
15,11,5,45.45454545454545,37.93665846703679
