day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,128.8096694453024
2,10,5,50.0,92.89683399588246
3,10,3,30.0,98.51484368512314
4,10,3,30.0,73.304679267086
5,11,2,18.181818181818183,60.007821320551
6,11,2,18.181818181818183,3.0161646331783865
7,11,3,27.27272727272727,80.3924236591518
8,11,4,36.36363636363637,72.59898299234109
9,11,2,18.181818181818183,73.87447388780328
10,11,2,18.181818181818183,120.16652808603526
11,11,4,36.36363636363637,84.76272405098659
12,11,6,54.54545454545454,47.588542434656894
13,11,3,27.27272727272727,180.16764707047358
14,11,4,36.36363636363637,221.97736734829041
15,11,4,36.36363636363637,278.6945570370841
