day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,1,11.11111111111111,4.330708661417315
2,9,2,22.22222222222222,81.09205779558498
3,9,2,22.22222222222222,163.7070280441108
4,9,5,55.55555555555556,304.3259211128457
5,10,2,20.0,366.13773282085816
6,10,5,50.0,128.3418616275929
7,10,3,30.0,89.21827849774115
8,10,2,20.0,165.09629115610338
9,10,2,20.0,25.96328251912663
10,10,5,50.0,156.69895263766892
11,10,3,30.0,112.73158510731939
12,10,3,30.0,176.92410798819273
13,10,2,20.0,524.8691700916448
14,10,3,30.0,26.045933906779137
15,10,5,50.0,294.8631761381814
