Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,13.0,14.0,12.0,True
3,7.0,4.0,5.0,True
4,12.0,11.0,8.0,True
5,2.0,1.0,9.0,True
6,13.0,14.0,1.0,True
7,9.0,7.0,6.0,True
8,7.0,3.0,4.0,True
9,12.0,13.0,14.0,True
10,8.0,9.0,11.0,True
11,4.0,3.0,2.0,True
12,6.0,8.0,1.0,True
13,,,,False
