day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,214.7556930035113
2,10,3,30.0,166.1501840022456
3,10,3,30.0,192.33717540443186
4,10,3,30.0,162.24954051476072
5,11,3,27.27272727272727,114.06110053986072
6,11,3,27.27272727272727,112.2312092403164
7,11,8,72.72727272727273,54.40475675704956
8,11,5,45.45454545454545,252.9332174963352
9,11,4,36.36363636363637,81.32875502128189
10,11,4,36.36363636363637,53.43705211808941
11,11,4,36.36363636363637,134.9743890866747
12,11,4,36.36363636363637,59.360866597856216
13,11,5,45.45454545454545,53.54073934243722
14,11,6,54.54545454545454,52.49944654669158
15,11,3,27.27272727272727,95.17040050085355
